diagnosis_id,icd10_code,diagnosis_desc,diagnosis_category,severity,updated_at
D001057,A41.9,Sepsis unspecified,Infectious,Low,2026-06-06
D001058,B97.29,Other coronavirus as cause of disease,Infectious,High,2026-06-06
D001059,F41.1,Generalized anxiety disorder,Mental Health,High,2026-06-06
D001060,J44.1,COPD with acute exacerbation,Respiratory,Medium,2026-06-06
D001061,G35,Multiple sclerosis,Neurological,High,2026-06-06
D001062,I21.0,ST elevation myocardial infarction,Cardiovascular,High,2026-06-06
D001063,S72.001,Fracture of femoral head,Musculoskeletal,Medium,2026-06-06
D001064,I50.9,Heart failure unspecified,Cardiovascular,Medium,2026-06-06
D001065,K92.1,Melena,Gastrointestinal,Low,2026-06-06
D001066,G43.909,Migraine unspecified,Neurological,High,2026-06-06
D001067,M79.3,Panniculitis,Musculoskeletal,High,2026-06-06
D001068,I10,Essential hypertension,Cardiovascular,High,2026-06-06
D001069,F32.9,Major depressive disorder single episode,Mental Health,Medium,2026-06-06
D001070,J96.00,Acute respiratory failure unspecified,Respiratory,Low,2026-06-06
D001071,F32.9,Major depressive disorder single episode,Mental Health,Medium,2026-06-06
D001072,B97.29,Other coronavirus as cause of disease,Infectious,Critical,2026-06-06
D001073,I10,Essential hypertension,Cardiovascular,High,2026-06-06
D001074,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Medium,2026-06-06
D001075,K92.1,Melena,Gastrointestinal,High,2026-06-06
D001076,K57.30,Diverticulosis of large intestine,Gastrointestinal,High,2026-06-06
D001077,E11.9,Type 2 diabetes without complications,Endocrine,Critical,2026-06-06
D001078,F41.1,Generalized anxiety disorder,Mental Health,Low,2026-06-06
D001079,J18.9,Pneumonia unspecified,Respiratory,High,2026-06-06
D001080,S72.001,Fracture of femoral head,Musculoskeletal,Medium,2026-06-06
D001081,G43.909,Migraine unspecified,Neurological,Medium,2026-06-06
D001082,I50.9,Heart failure unspecified,Cardiovascular,High,2026-06-06
D001083,A41.9,Sepsis unspecified,Infectious,Low,2026-06-06
D001084,A41.9,Sepsis unspecified,Infectious,High,2026-06-06
D001085,F41.1,Generalized anxiety disorder,Mental Health,High,2026-06-06
D001086,I21.0,ST elevation myocardial infarction,Cardiovascular,High,2026-06-06
D001087,F32.9,Major depressive disorder single episode,Mental Health,Critical,2026-06-06
D001088,M79.3,Panniculitis,Musculoskeletal,Low,2026-06-06
D001089,N39.0,Urinary tract infection,Renal,Medium,2026-06-06
D001090,K92.1,Melena,Gastrointestinal,Low,2026-06-06
D001091,J18.9,Pneumonia unspecified,Respiratory,Medium,2026-06-06
D001092,F41.1,Generalized anxiety disorder,Mental Health,Low,2026-06-06
D001093,I10,Essential hypertension,Cardiovascular,Medium,2026-06-06
D001094,E11.9,Type 2 diabetes without complications,Endocrine,Critical,2026-06-06
D001095,J18.9,Pneumonia unspecified,Respiratory,Medium,2026-06-06
D001096,F41.1,Generalized anxiety disorder,Mental Health,Critical,2026-06-06
D001097,I10,Essential hypertension,Cardiovascular,Medium,2026-06-06
D001098,I21.0,ST elevation myocardial infarction,Cardiovascular,Critical,2026-06-06
D001099,K92.1,Melena,Gastrointestinal,Low,2026-06-06
D001100,I10,Essential hypertension,Cardiovascular,Low,2026-06-06
D001101,I50.9,Heart failure unspecified,Cardiovascular,Medium,2026-06-06
D001102,N18.3,Chronic kidney disease stage 3,Renal,Low,2026-06-06
D001103,G35,Multiple sclerosis,Neurological,Medium,2026-06-06
D001104,N18.3,Chronic kidney disease stage 3,Renal,Critical,2026-06-06
D001105,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D001106,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D001107,K92.1,Melena,Gastrointestinal,Low,2026-06-06
D001108,A41.9,Sepsis unspecified,Infectious,Low,2026-06-06
D001109,F41.1,Generalized anxiety disorder,Mental Health,Low,2026-06-06
D001110,G43.909,Migraine unspecified,Neurological,Low,2026-06-06
D001111,G35,Multiple sclerosis,Neurological,Low,2026-06-06
D001112,I10,Essential hypertension,Cardiovascular,High,2026-06-06
D001113,F32.9,Major depressive disorder single episode,Mental Health,Low,2026-06-06
D001114,N39.0,Urinary tract infection,Renal,High,2026-06-06
D001115,G43.909,Migraine unspecified,Neurological,Low,2026-06-06
D001116,N39.0,Urinary tract infection,Renal,Critical,2026-06-06
D001117,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D001118,I21.0,ST elevation myocardial infarction,Cardiovascular,Critical,2026-06-06
D001119,J96.00,Acute respiratory failure unspecified,Respiratory,Medium,2026-06-06
D001120,J44.1,COPD with acute exacerbation,Respiratory,Critical,2026-06-06
D001121,F41.1,Generalized anxiety disorder,Mental Health,High,2026-06-06
D001122,J44.1,COPD with acute exacerbation,Respiratory,High,2026-06-06
D001123,K57.30,Diverticulosis of large intestine,Gastrointestinal,Low,2026-06-06
D001124,F41.1,Generalized anxiety disorder,Mental Health,Medium,2026-06-06
D001125,J18.9,Pneumonia unspecified,Respiratory,Low,2026-06-06
D001126,I21.0,ST elevation myocardial infarction,Cardiovascular,Critical,2026-06-06
D001127,F41.1,Generalized anxiety disorder,Mental Health,Low,2026-06-06
D001128,N39.0,Urinary tract infection,Renal,Medium,2026-06-06
D001129,K57.30,Diverticulosis of large intestine,Gastrointestinal,Medium,2026-06-06
D001130,B97.29,Other coronavirus as cause of disease,Infectious,Medium,2026-06-06
D001131,J96.00,Acute respiratory failure unspecified,Respiratory,Medium,2026-06-06
D001132,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,High,2026-06-06
D001133,E11.9,Type 2 diabetes without complications,Endocrine,Low,2026-06-06
D001134,J96.00,Acute respiratory failure unspecified,Respiratory,Low,2026-06-06
D001135,F41.1,Generalized anxiety disorder,Mental Health,Critical,2026-06-06
D001136,F41.1,Generalized anxiety disorder,Mental Health,Low,2026-06-06
D001137,N39.0,Urinary tract infection,Renal,Low,2026-06-06
D001138,N18.3,Chronic kidney disease stage 3,Renal,Low,2026-06-06
D001139,E11.9,Type 2 diabetes without complications,Endocrine,Critical,2026-06-06
D001140,K92.1,Melena,Gastrointestinal,High,2026-06-06
D001141,J44.1,COPD with acute exacerbation,Respiratory,Medium,2026-06-06
D001142,J18.9,Pneumonia unspecified,Respiratory,High,2026-06-06
D001143,G43.909,Migraine unspecified,Neurological,Low,2026-06-06
D001144,E11.9,Type 2 diabetes without complications,Endocrine,High,2026-06-06
D001145,M79.3,Panniculitis,Musculoskeletal,Critical,2026-06-06
D001146,K92.1,Melena,Gastrointestinal,High,2026-06-06
D001147,G35,Multiple sclerosis,Neurological,Medium,2026-06-06
D001148,G35,Multiple sclerosis,Neurological,High,2026-06-06
D001149,K92.1,Melena,Gastrointestinal,Critical,2026-06-06
D001150,J96.00,Acute respiratory failure unspecified,Respiratory,Low,2026-06-06
D001151,K92.1,Melena,Gastrointestinal,Medium,2026-06-06
D001152,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Critical,2026-06-06
D001153,N18.3,Chronic kidney disease stage 3,Renal,High,2026-06-06
D001154,J44.1,COPD with acute exacerbation,Respiratory,High,2026-06-06
D001155,M79.3,Panniculitis,Musculoskeletal,Critical,2026-06-06
D001156,S72.001,Fracture of femoral head,Musculoskeletal,High,2026-06-06
D001157,N39.0,Urinary tract infection,Renal,Critical,2026-06-06
D001158,F41.1,Generalized anxiety disorder,Mental Health,Low,2026-06-06
D001159,J96.00,Acute respiratory failure unspecified,Respiratory,Low,2026-06-06
D001160,N18.3,Chronic kidney disease stage 3,Renal,Medium,2026-06-06
D001161,F41.1,Generalized anxiety disorder,Mental Health,Medium,2026-06-06
D001162,N18.3,Chronic kidney disease stage 3,Renal,Low,2026-06-06
D001163,I10,Essential hypertension,Cardiovascular,Low,2026-06-06
D001164,F32.9,Major depressive disorder single episode,Mental Health,Low,2026-06-06
D001165,G35,Multiple sclerosis,Neurological,Critical,2026-06-06
D001166,G35,Multiple sclerosis,Neurological,Medium,2026-06-06
D001167,I50.9,Heart failure unspecified,Cardiovascular,High,2026-06-06
D001168,F41.1,Generalized anxiety disorder,Mental Health,Critical,2026-06-06
D001169,J44.1,COPD with acute exacerbation,Respiratory,High,2026-06-06
D001170,A41.9,Sepsis unspecified,Infectious,Medium,2026-06-06
D001171,G35,Multiple sclerosis,Neurological,High,2026-06-06
D001172,J44.1,COPD with acute exacerbation,Respiratory,Critical,2026-06-06
D001173,F32.9,Major depressive disorder single episode,Mental Health,Low,2026-06-06
D001174,A41.9,Sepsis unspecified,Infectious,High,2026-06-06
D001175,F32.9,Major depressive disorder single episode,Mental Health,Low,2026-06-06
D001176,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Medium,2026-06-06
D001177,F32.9,Major depressive disorder single episode,Mental Health,Medium,2026-06-06
D001178,S72.001,Fracture of femoral head,Musculoskeletal,Medium,2026-06-06
D001179,J96.00,Acute respiratory failure unspecified,Respiratory,Medium,2026-06-06
D001180,M79.3,Panniculitis,Musculoskeletal,High,2026-06-06
D001181,I50.9,Heart failure unspecified,Cardiovascular,Medium,2026-06-06
D001182,M79.3,Panniculitis,Musculoskeletal,Medium,2026-06-06
D001183,I10,Essential hypertension,Cardiovascular,High,2026-06-06
D001184,K57.30,Diverticulosis of large intestine,Gastrointestinal,Medium,2026-06-06
D001185,I50.9,Heart failure unspecified,Cardiovascular,Medium,2026-06-06
D001186,F32.9,Major depressive disorder single episode,Mental Health,High,2026-06-06
D001187,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D001188,S72.001,Fracture of femoral head,Musculoskeletal,Low,2026-06-06
D001189,I50.9,Heart failure unspecified,Cardiovascular,High,2026-06-06
D001190,J18.9,Pneumonia unspecified,Respiratory,High,2026-06-06
D001191,N18.3,Chronic kidney disease stage 3,Renal,Medium,2026-06-06
D001192,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D001193,K57.30,Diverticulosis of large intestine,Gastrointestinal,Low,2026-06-06
D001194,F32.9,Major depressive disorder single episode,Mental Health,High,2026-06-06
D001195,A41.9,Sepsis unspecified,Infectious,Medium,2026-06-06
D001196,F32.9,Major depressive disorder single episode,Mental Health,Critical,2026-06-06
D001197,K57.30,Diverticulosis of large intestine,Gastrointestinal,High,2026-06-06
D001198,M79.3,Panniculitis,Musculoskeletal,Critical,2026-06-06
D001199,G43.909,Migraine unspecified,Neurological,Low,2026-06-06
D001200,F32.9,Major depressive disorder single episode,Mental Health,Medium,2026-06-06
D001201,S72.001,Fracture of femoral head,Musculoskeletal,Medium,2026-06-06
D001202,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Low,2026-06-06
D001203,F32.9,Major depressive disorder single episode,Mental Health,High,2026-06-06
D001204,E11.9,Type 2 diabetes without complications,Endocrine,Medium,2026-06-06
D001205,J96.00,Acute respiratory failure unspecified,Respiratory,Medium,2026-06-06
D001206,K57.30,Diverticulosis of large intestine,Gastrointestinal,Low,2026-06-06
D001207,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Critical,2026-06-06
D001208,K92.1,Melena,Gastrointestinal,Low,2026-06-06
D001209,M79.3,Panniculitis,Musculoskeletal,Critical,2026-06-06
D001210,M79.3,Panniculitis,Musculoskeletal,Medium,2026-06-06
D001211,G35,Multiple sclerosis,Neurological,Medium,2026-06-06
D001212,B97.29,Other coronavirus as cause of disease,Infectious,Low,2026-06-06
D001213,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Low,2026-06-06
D001214,J44.1,COPD with acute exacerbation,Respiratory,Medium,2026-06-06
D001215,J44.1,COPD with acute exacerbation,Respiratory,Low,2026-06-06
D001216,G35,Multiple sclerosis,Neurological,Medium,2026-06-06
D001217,I50.9,Heart failure unspecified,Cardiovascular,Medium,2026-06-06
D001218,N18.3,Chronic kidney disease stage 3,Renal,Medium,2026-06-06
D001219,F32.9,Major depressive disorder single episode,Mental Health,Critical,2026-06-06
D001220,G43.909,Migraine unspecified,Neurological,Low,2026-06-06
D001221,N39.0,Urinary tract infection,Renal,Low,2026-06-06
D001222,E11.9,Type 2 diabetes without complications,Endocrine,Critical,2026-06-06
D001223,G43.909,Migraine unspecified,Neurological,Critical,2026-06-06
D001224,M79.3,Panniculitis,Musculoskeletal,Medium,2026-06-06
D001225,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Critical,2026-06-06
D001226,G43.909,Migraine unspecified,Neurological,Medium,2026-06-06
D001227,G35,Multiple sclerosis,Neurological,Medium,2026-06-06
D001228,G43.909,Migraine unspecified,Neurological,High,2026-06-06
D001229,J96.00,Acute respiratory failure unspecified,Respiratory,High,2026-06-06
D001230,S72.001,Fracture of femoral head,Musculoskeletal,Low,2026-06-06
D001231,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Critical,2026-06-06
D001232,A41.9,Sepsis unspecified,Infectious,Medium,2026-06-06
D001233,J18.9,Pneumonia unspecified,Respiratory,Low,2026-06-06
D001234,E11.9,Type 2 diabetes without complications,Endocrine,Critical,2026-06-06
D001235,J44.1,COPD with acute exacerbation,Respiratory,Low,2026-06-06
D001236,J96.00,Acute respiratory failure unspecified,Respiratory,Critical,2026-06-06
D001237,G43.909,Migraine unspecified,Neurological,Low,2026-06-06
D001238,F41.1,Generalized anxiety disorder,Mental Health,Low,2026-06-06
D001239,I10,Essential hypertension,Cardiovascular,Critical,2026-06-06
D001240,J44.1,COPD with acute exacerbation,Respiratory,Low,2026-06-06
D001241,B97.29,Other coronavirus as cause of disease,Infectious,Critical,2026-06-06
D001242,K57.30,Diverticulosis of large intestine,Gastrointestinal,Low,2026-06-06
D001243,F32.9,Major depressive disorder single episode,Mental Health,Critical,2026-06-06
D001244,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Critical,2026-06-06
D001245,A41.9,Sepsis unspecified,Infectious,High,2026-06-06
D001246,G35,Multiple sclerosis,Neurological,Low,2026-06-06
D001247,B97.29,Other coronavirus as cause of disease,Infectious,Medium,2026-06-06
D001248,N18.3,Chronic kidney disease stage 3,Renal,Critical,2026-06-06
D001249,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Low,2026-06-06
D001250,N39.0,Urinary tract infection,Renal,Critical,2026-06-06
D001251,N18.3,Chronic kidney disease stage 3,Renal,Medium,2026-06-06
D001252,I21.0,ST elevation myocardial infarction,Cardiovascular,Low,2026-06-06
D001253,G35,Multiple sclerosis,Neurological,Low,2026-06-06
D001254,F32.9,Major depressive disorder single episode,Mental Health,Low,2026-06-06
D001255,A41.9,Sepsis unspecified,Infectious,Medium,2026-06-06
D001256,K92.1,Melena,Gastrointestinal,Critical,2026-06-06
D001257,K57.30,Diverticulosis of large intestine,Gastrointestinal,Low,2026-06-06
D001258,J44.1,COPD with acute exacerbation,Respiratory,Critical,2026-06-06
D001259,G35,Multiple sclerosis,Neurological,High,2026-06-06
D001260,N18.3,Chronic kidney disease stage 3,Renal,Critical,2026-06-06
D001261,G35,Multiple sclerosis,Neurological,High,2026-06-06
D001262,G43.909,Migraine unspecified,Neurological,High,2026-06-06
D001263,A41.9,Sepsis unspecified,Infectious,Medium,2026-06-06
D001264,B97.29,Other coronavirus as cause of disease,Infectious,Critical,2026-06-06
D001265,J96.00,Acute respiratory failure unspecified,Respiratory,High,2026-06-06
D001266,F41.1,Generalized anxiety disorder,Mental Health,Critical,2026-06-06
D001267,N18.3,Chronic kidney disease stage 3,Renal,High,2026-06-06
D001268,G35,Multiple sclerosis,Neurological,High,2026-06-06
D001269,A41.9,Sepsis unspecified,Infectious,Medium,2026-06-06
D001270,J18.9,Pneumonia unspecified,Respiratory,Medium,2026-06-06
D001271,S72.001,Fracture of femoral head,Musculoskeletal,Medium,2026-06-06
D001272,J18.9,Pneumonia unspecified,Respiratory,Medium,2026-06-06
D001273,F32.9,Major depressive disorder single episode,Mental Health,Critical,2026-06-06
D001274,K92.1,Melena,Gastrointestinal,Low,2026-06-06
D001275,J96.00,Acute respiratory failure unspecified,Respiratory,Critical,2026-06-06
D001276,I21.0,ST elevation myocardial infarction,Cardiovascular,Low,2026-06-06
D001277,J44.1,COPD with acute exacerbation,Respiratory,Critical,2026-06-06
D001278,G43.909,Migraine unspecified,Neurological,Critical,2026-06-06
D001279,I10,Essential hypertension,Cardiovascular,Low,2026-06-06
D001280,N18.3,Chronic kidney disease stage 3,Renal,Medium,2026-06-06
D001281,K57.30,Diverticulosis of large intestine,Gastrointestinal,Low,2026-06-06
D001282,G43.909,Migraine unspecified,Neurological,Low,2026-06-06
D001283,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D001284,G43.909,Migraine unspecified,Neurological,High,2026-06-06
D001285,G43.909,Migraine unspecified,Neurological,Low,2026-06-06
D001286,J96.00,Acute respiratory failure unspecified,Respiratory,Critical,2026-06-06
D001287,S72.001,Fracture of femoral head,Musculoskeletal,Low,2026-06-06
D001288,E11.9,Type 2 diabetes without complications,Endocrine,High,2026-06-06
D001289,E11.9,Type 2 diabetes without complications,Endocrine,Low,2026-06-06
D001290,G43.909,Migraine unspecified,Neurological,Medium,2026-06-06
D001291,G43.909,Migraine unspecified,Neurological,Medium,2026-06-06
D001292,I50.9,Heart failure unspecified,Cardiovascular,High,2026-06-06
D001293,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Low,2026-06-06
D001294,J96.00,Acute respiratory failure unspecified,Respiratory,Low,2026-06-06
D001295,N18.3,Chronic kidney disease stage 3,Renal,Critical,2026-06-06
D001296,K57.30,Diverticulosis of large intestine,Gastrointestinal,Critical,2026-06-06
D001297,A41.9,Sepsis unspecified,Infectious,Medium,2026-06-06
D001298,F32.9,Major depressive disorder single episode,Mental Health,Low,2026-06-06
D001299,I10,Essential hypertension,Cardiovascular,Low,2026-06-06
D001300,F41.1,Generalized anxiety disorder,Mental Health,High,2026-06-06
D001301,F41.1,Generalized anxiety disorder,Mental Health,High,2026-06-06
D001302,K57.30,Diverticulosis of large intestine,Gastrointestinal,High,2026-06-06
D001303,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Medium,2026-06-06
D001304,S72.001,Fracture of femoral head,Musculoskeletal,Critical,2026-06-06
D001305,G35,Multiple sclerosis,Neurological,Low,2026-06-06
D001306,N18.3,Chronic kidney disease stage 3,Renal,Medium,2026-06-06
D001307,B97.29,Other coronavirus as cause of disease,Infectious,Low,2026-06-06
D001308,F41.1,Generalized anxiety disorder,Mental Health,Low,2026-06-06
D001309,F32.9,Major depressive disorder single episode,Mental Health,High,2026-06-06
